segmentID,segmentInd,Name,,,,,,,,,,,,,,
145,610,Missou US bismark,,,,,,,,,,,,,,
145,837,Missou US bismark,,,,,,,,,,,,,,
145,1315,Missou US bismark,,,,,,,,,,,,,,
145,1549,Missou US bismark,,,,,,,,,,,,,,
145,1796,Missou US bismark,,,,,,,,,,,,,,
145,2019,Missou US bismark,,,,,,,,,,,,,,
145,2255,Missou US bismark,,,,,,,,,,,,,,
145,2482,Missou US bismark,,,,,,,,,,,,,,
145,2731,Missou US bismark,,,,,,,,,,,,,,
145,2958,Missou US bismark,,,,,,,,,,,,,,
167,11849,Missou US bismark,,,,,,,,,,,,,,
167,12323,Missou at culbertson,,,,,,,,,,,,,,
167,12801,Missou at culbertson,,,,,,,,,,,,,,
167,13285,Missou at culbertson,,,,,,,,,,,,,,
167,13769,Missou at culbertson,,,,,,,,,,,,,,
167,14246,Missou at culbertson,,,,,,,,,,,,,,
167,15736,Missou at culbertson,,,,,,,,,,,,,,
167,16220,Missou at culbertson,,,,,,,,,,,,,,
167,16706,Missou at culbertson,,,,,,,,,,,,,,
167,17181,Missou at culbertson,,,,,,,,,,,,,,
167,17658,Missou at culbertson,,,,,,,,,,,,,,
167,18609,Missou at culbertson,,,,,,,,,,,,,,
